state,county,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2.5,days_pm10
Utah,Uintah,2018,365,189,165,10,1,0,0,156,87,50,0,0,348,17,0
Utah,Utah,2018,365,218,115,25,7,0,0,162,93,46,0,19,269,74,3
Utah,Washington,2018,365,228,136,1,0,0,0,108,74,44,0,1,332,32,0
Utah,Wayne,2018,117,114,3,0,0,0,0,67,21,10,0,0,0,117,0
Utah,Weber,2018,365,203,145,15,2,0,0,157,90,48,0,50,248,59,8
Vermont,Bennington,2018,365,333,31,1,0,0,0,101,50,35,0,0,278,87,0
Vermont,Chittenden,2018,365,322,43,0,0,0,0,89,51,38,0,0,280,85,0
Vermont,Rutland,2018,365,306,59,0,0,0,0,90,57,37,1,1,238,125,0
Vermont,Windham,2018,117,116,1,0,0,0,0,51,26,9,0,0,0,117,0
Virgin Islands,St Croix,2018,22,19,3,0,0,0,0,74,55,22,0,0,0,22,0
Virgin Islands,St John,2018,2,2,0,0,0,0,0,24,24,24,0,0,0,2,0
Virgin Islands,St Thomas,2018,183,153,29,1,0,0,0,126,55,27,0,0,0,183,0
Virginia,Albemarle,2018,310,275,35,0,0,0,0,93,52,36,0,0,213,97,0
Virginia,Alexandria City,2018,78,78,0,0,0,0,0,11,10,6,0,0,0,0,78
Virginia,Arlington,2018,365,311,51,3,0,0,0,122,59,35,0,102,220,43,0
Virginia,Bristol City,2018,116,108,8,0,0,0,0,67,47,27,0,0,0,116,0
Virginia,Caroline,2018,241,219,22,0,0,0,0,84,49,36,0,0,241,0,0
Virginia,Carroll,2018,59,59,0,0,0,0,0,22,16,9,0,0,0,0,59
Virginia,Charles,2018,356,328,27,1,0,0,0,105,47,31,0,82,220,54,0
Virginia,Chesterfield,2018,275,250,25,0,0,0,0,77,50,34,0,0,208,67,0
Virginia,Fairfax,2018,365,274,90,1,0,0,0,101,62,42,0,36,141,188,0
Virginia,Fauquier,2018,244,232,12,0,0,0,0,80,48,32,0,0,244,0,0
Virginia,Frederick,2018,352,309,43,0,0,0,0,85,53,35,0,0,198,154,0
Virginia,Giles,2018,345,306,39,0,0,0,0,93,51,37,0,0,345,0,0
Virginia,Hampton City,2018,362,331,31,0,0,0,0,97,50,36,1,8,212,141,0
Virginia,Hanover,2018,238,209,29,0,0,0,0,97,54,40,0,0,238,0,0
Virginia,Henrico,2018,365,315,49,1,0,0,0,147,54,36,0,4,245,116,0
Virginia,Hopewell City,2018,61,61,0,0,0,0,0,19,14,10,0,0,0,0,61
Virginia,Loudoun,2018,365,322,43,0,0,0,0,93,54,34,0,86,235,44,0
Virginia,Lynchburg City,2018,112,106,6,0,0,0,0,55,46,26,0,0,0,112,0
Virginia,Madison,2018,356,318,38,0,0,0,0,90,51,38,0,0,337,19,0
Virginia,Norfolk City,2018,365,357,8,0,0,0,0,60,34,16,13,254,0,98,0
Virginia,Prince Edward,2018,347,328,19,0,0,0,0,93,45,31,0,0,347,0,0
Virginia,Prince William,2018,345,316,29,0,0,0,0,100,48,32,0,101,244,0,0
Virginia,Richmond City,2018,364,312,52,0,0,0,0,75,53,33,0,62,0,302,0
Virginia,Roanoke,2018,365,321,44,0,0,0,0,87,53,37,0,16,189,160,0
Virginia,Rockbridge,2018,268,253,15,0,0,0,0,90,46,31,0,0,203,65,0
Virginia,Rockingham,2018,365,339,26,0,0,0,0,80,48,32,0,96,229,40,0
Virginia,Salem City,2018,113,103,10,0,0,0,0,72,49,26,0,0,0,113,0
Virginia,Stafford,2018,264,240,23,1,0,0,0,112,50,35,0,0,245,0,19
Virginia,Suffolk City,2018,245,224,21,0,0,0,0,87,50,39,0,0,245,0,0
Virginia,Virginia Beach City,2018,107,98,9,0,0,0,0,65,49,25,0,0,0,107,0
Virginia,Winchester City,2018,60,60,0,0,0,0,0,20,16,8,0,0,0,0,60
Virginia,Wythe,2018,237,207,30,0,0,0,0,84,54,40,0,0,237,0,0
Washington,Adams,2018,350,313,29,4,4,0,0,183,52,13,0,0,0,350,0
Washington,Asotin,2018,325,259,58,6,2,0,0,187,68,27,0,0,0,325,0
Washington,Benton,2018,365,291,60,12,2,0,0,178,65,34,0,0,129,189,47
Washington,Chelan,2018,365,290,50,8,12,4,1,426,69,27,0,0,0,365,0
Washington,Clallam,2018,365,297,60,3,4,1,0,205,55,38,0,0,182,183,0
Washington,Clark,2018,365,310,49,6,0,0,0,135,55,31,0,0,130,235,0
Washington,Columbia,2018,307,271,29,6,1,0,0,181,53,17,0,0,0,307,0
Washington,Cowlitz,2018,365,338,23,2,2,0,0,152,45,20,0,0,0,365,0
Washington,Franklin,2018,360,319,34,5,2,0,0,174,52,17,0,0,0,360,0
Washington,Garfield,2018,364,332,28,3,1,0,0,166,46,15,0,0,0,364,0
Washington,Grant,2018,365,307,47,4,6,1,0,248,59,20,0,30,0,335,0
Washington,Grays Harbor,2018,365,344,17,1,3,0,0,163,39,22,0,0,0,365,0
Washington,Jefferson,2018,359,342,11,3,3,0,0,176,36,19,0,0,0,359,0
Washington,King,2018,365,267,84,8,6,0,0,192,68,40,0,101,109,155,0
Washington,Kitsap,2018,349,333,11,2,3,0,0,172,34,12,0,0,0,349,0
Washington,Kittitas,2018,358,310,36,5,7,0,0,197,57,19,0,0,0,358,0
Washington,Klickitat,2018,257,220,32,4,1,0,0,157,58,20,0,0,0,257,0
Washington,Lewis,2018,365,324,35,3,3,0,0,167,53,21,0,0,0,365,0
Washington,Mason,2018,365,331,28,4,2,0,0,164,49,21,0,0,0,365,0
Washington,Okanogan,2018,365,219,113,9,22,1,1,311,79,40,0,0,0,365,0
Washington,Pierce,2018,365,278,76,5,6,0,0,178,73,42,0,17,240,108,0
Washington,Skagit,2018,365,341,16,5,3,0,0,180,42,29,0,6,195,164,0
Washington,Snohomish,2018,365,291,65,5,4,0,0,177,64,25,0,0,0,365,0
Washington,Spokane,2018,365,269,84,6,5,1,0,257,71,38,0,0,111,207,47
Washington,Stevens,2018,365,250,98,8,9,0,0,197,70,35,0,0,0,297,68
Washington,Thurston,2018,343,305,32,1,5,0,0,173,53,26,0,0,133,210,0
Washington,Walla Walla,2018,365,311,46,5,2,1,0,217,57,20,0,0,0,293,72
Washington,Whatcom,2018,361,331,21,6,3,0,0,182,45,27,0,0,153,208,0
Washington,Whitman,2018,365,325,33,5,2,0,0,177,52,17,0,0,0,365,0
Washington,Yakima,2018,365,239,110,7,7,2,0,214,79,40,0,0,0,359,6
West Virginia,Berkeley,2018,281,249,32,0,0,0,0,87,52,37,0,0,221,60,0
West Virginia,Brooke,2018,362,331,31,0,0,0,0,72,46,18,0,0,0,120,242
West Virginia,Cabell,2018,282,242,40,0,0,0,0,100,55,37,0,0,217,65,0
West Virginia,Gilmer,2018,360,346,14,0,0,0,0,90,44,29,0,0,360,0,0
West Virginia,Greenbrier,2018,232,222,10,0,0,0,0,84,48,38,0,0,232,0,0
West Virginia,Hancock,2018,363,324,38,1,0,0,0,105,54,32,0,0,209,62,92
West Virginia,Harrison,2018,117,104,13,0,0,0,0,61,52,27,0,0,0,117,0
West Virginia,Kanawha,2018,364,302,61,1,0,0,0,105,55,39,2,0,168,194,0
West Virginia,Marion,2018,117,105,12,0,0,0,0,63,51,28,0,0,0,117,0
West Virginia,Marshall,2018,229,158,71,0,0,0,0,93,61,41,0,0,0,229,0
West Virginia,Monongalia,2018,278,248,30,0,0,0,0,93,54,37,0,0,227,51,0
West Virginia,Ohio,2018,283,241,41,1,0,0,0,105,58,39,0,0,233,50,0
West Virginia,Tucker,2018,365,336,29,0,0,0,0,74,48,34,0,0,359,6,0
West Virginia,Wood,2018,285,264,21,0,0,0,0,77,48,36,0,0,221,64,0
Wisconsin,Ashland,2018,360,333,27,0,0,0,0,84,49,35,0,0,332,28,0
Wisconsin,Brown,2018,360,302,57,1,0,0,0,105,58,39,0,0,209,151,0
Wisconsin,Columbia,2018,246,217,28,1,0,0,0,122,51,39,0,0,246,0,0
Wisconsin,Dane,2018,365,276,87,2,0,0,0,112,64,41,0,0,173,191,1
Wisconsin,Dodge,2018,365,278,84,3,0,0,0,133,64,41,0,0,251,114,0
Wisconsin,Door,2018,224,199,21,4,0,0,0,133,51,40,0,0,224,0,0
Wisconsin,Eau Claire,2018,365,282,82,1,0,0,0,129,62,41,0,0,190,175,0
Wisconsin,Fond du Lac,2018,244,213,30,1,0,0,0,101,54,39,0,0,244,0,0
Wisconsin,Forest,2018,365,321,44,0,0,0,0,93,54,36,0,0,321,44,0
Wisconsin,Grant,2018,351,296,55,0,0,0,0,81,55,31,0,0,0,351,0
Wisconsin,Jefferson,2018,243,209,32,2,0,0,0,126,58,39,0,0,243,0,0
Wisconsin,Kenosha,2018,365,268,83,11,3,0,0,166,74,42,0,0,230,135,0
Wisconsin,Kewaunee,2018,240,200,35,4,1,0,0,151,64,42,0,0,240,0,0
Wisconsin,La Crosse,2018,365,300,65,0,0,0,0,97,59,39,0,0,186,179,0
Wisconsin,Manitowoc,2018,239,202,30,5,2,0,0,169,64,40,0,0,239,0,0
Wisconsin,Marathon,2018,232,205,27,0,0,0,0,97,54,39,0,0,232,0,0
Wisconsin,Milwaukee,2018,365,247,113,4,1,0,0,151,71,43,0,17,184,164,0
Wisconsin,Outagamie,2018,361,293,67,1,0,0,0,101,59,40,0,0,216,145,0
Wisconsin,Ozaukee,2018,363,280,76,5,2,0,0,169,66,40,0,0,225,138,0
Wisconsin,Racine,2018,236,187,38,9,2,0,0,161,77,42,0,0,236,0,0
Wisconsin,Rock,2018,246,217,28,1,0,0,0,133,54,39,0,0,246,0,0
Wisconsin,Sauk,2018,365,301,63,1,0,0,0,122,59,39,0,0,209,153,3
Wisconsin,Sheboygan,2018,239,186,42,9,2,0,0,185,84,43,0,0,239,0,0
Wisconsin,Taylor,2018,365,308,57,0,0,0,0,93,58,38,0,0,266,99,0
Wisconsin,Vilas,2018,360,319,41,0,0,0,0,100,52,34,0,0,206,154,0
Wisconsin,Walworth,2018,237,202,33,2,0,0,0,126,58,40,0,0,237,0,0
Wisconsin,Waukesha,2018,365,274,88,3,0,0,0,122,64,41,0,0,177,188,0
Wyoming,Albany,2018,365,223,139,3,0,0,0,115,74,48,0,1,296,8,60
Wyoming,Big Horn,2018,348,311,37,0,0,0,0,84,51,39,0,0,348,0,0
Wyoming,Campbell,2018,365,266,95,2,2,0,0,169,64,42,0,1,231,17,116
Wyoming,Carbon,2018,365,292,73,0,0,0,0,90,61,42,0,22,343,0,0
Wyoming,Converse,2018,365,311,53,1,0,0,0,102,55,40,0,2,329,5,29
Wyoming,Fremont,2018,365,255,110,0,0,0,0,97,64,46,0,0,331,34,0
Wyoming,Johnson,2018,228,190,38,0,0,0,0,90,57,39,0,1,215,0,12
Wyoming,Laramie,2018,365,295,69,1,0,0,0,109,61,43,0,7,332,22,4
Wyoming,Lincoln,2018,365,343,22,0,0,0,0,82,44,16,0,0,0,0,365
Wyoming,Natrona,2018,365,290,75,0,0,0,0,90,58,42,0,12,346,7,0
Wyoming,Park,2018,212,201,9,2,0,0,0,136,42,31,0,0,122,66,24
Wyoming,Platte,2018,61,58,3,0,0,0,0,55,36,15,0,0,0,0,61
Wyoming,Sheridan,2018,365,260,102,3,0,0,0,123,67,45,0,0,303,57,5
Wyoming,Sublette,2018,365,233,132,0,0,0,0,97,71,47,0,0,342,22,1
Wyoming,Sweetwater,2018,365,210,147,7,1,0,0,163,74,48,0,3,293,5,64
Wyoming,Teton,2018,365,286,78,1,0,0,0,106,61,44,0,0,340,24,1
Wyoming,Uinta,2018,365,287,77,1,0,0,0,108,61,44,0,2,354,0,9
Wyoming,Weston,2018,340,291,48,1,0,0,0,101,54,42,0,0,340,0,0
Alabama,Baldwin,2019,271,237,34,0,0,0,0,80,52,37,0,0,220,51,0
Alabama,Clay,2019,107,97,10,0,0,0,0,67,50,30,0,0,0,107,0
Alabama,Colbert,2019,263,252,11,0,0,0,0,61,47,37,0,0,228,35,0
Alabama,DeKalb,2019,361,324,37,0,0,0,0,90,51,39,0,0,331,30,0
Alabama,Elmore,2019,228,208,20,0,0,0,0,100,50,39,0,0,228,0,0
Alabama,Etowah,2019,279,232,47,0,0,0,0,90,58,43,0,0,218,61,0
Alabama,Houston,2019,280,256,24,0,0,0,0,77,50,35,0,0,208,72,0
Alabama,Jefferson,2019,365,160,192,13,0,0,0,150,79,53,0,2,125,237,1
Alabama,Lawrence,2019,112,111,1,0,0,0,0,53,38,24,0,0,0,112,0
Alabama,Madison,2019,361,255,106,0,0,0,0,93,58,44,0,0,155,199,7
Alabama,Mobile,2019,352,246,106,0,0,0,0,80,61,43,0,0,107,245,0
Alabama,Montgomery,2019,365,171,193,1,0,0,0,122,67,52,0,0,50,314,1
Alabama,Morgan,2019,365,306,59,0,0,0,0,93,54,41,0,0,195,170,0
Alabama,Russell,2019,363,268,95,0,0,0,0,84,59,40,0,0,116,247,0
Alabama,Shelby,2019,244,202,39,3,0,0,0,119,61,42,0,0,244,0,0
Alabama,Sumter,2019,354,328,26,0,0,0,0,64,48,33,0,0,183,171,0
Alabama,Tuscaloosa,2019,264,240,24,0,0,0,0,87,50,35,0,0,188,76,0
Alaska,Aleutians East ,2019,121,121,0,0,0,0,0,47,22,10,0,0,0,121,0
Alaska,Anchorage ,2019,365,289,67,5,4,0,0,160,63,27,8,0,0,252,105
Alaska,Bethel ,2019,317,304,11,1,1,0,0,176,31,10,0,0,0,186,131
Alaska,Denali ,2019,360,356,4,0,0,0,0,80,44,36,0,0,351,9,0
Alaska,Fairbanks North Star ,2019,365,230,96,18,16,1,4,377,103,38,0,13,131,215,6
Alaska,Juneau ,2019,362,308,51,3,0,0,0,145,55,20,0,0,0,335,27
Alaska,Kenai Peninsula ,2019,118,115,2,1,0,0,0,140,21,8,0,0,0,118,0
Alaska,Matanuska-Susitna ,2019,361,295,63,3,0,0,0,127,63,19,0,0,0,291,70
Alaska,North Slope ,2019,110,109,1,0,0,0,0,65,11,5,0,0,0,110,0
Arizona,Apache,2019,359,358,1,0,0,0,0,59,20,10,0,0,0,36,323
Arizona,Cochise,2019,365,266,99,0,0,0,0,97,64,45,0,0,327,13,25
Arizona,Coconino,2019,365,289,76,0,0,0,0,80,61,45,0,0,356,9,0
Arizona,Gila,2019,365,210,139,16,0,0,0,146,87,48,0,0,350,0,15
Arizona,La Paz,2019,364,304,60,0,0,0,0,77,58,44,0,0,360,3,1
Arizona,Maricopa,2019,365,66,261,38,0,0,0,147,101,65,0,3,215,71,76
Arizona,Mohave,2019,365,358,7,0,0,0,0,69,27,14,0,0,0,28,337
Arizona,Navajo,2019,365,294,70,1,0,0,0,112,58,44,0,0,357,0,8
Arizona,Pima,2019,365,225,138,2,0,0,0,103,71,47,0,1,261,20,83
Arizona,Pinal,2019,365,123,209,21,2,3,7,886,100,63,0,0,168,36,161
Arizona,Santa Cruz,2019,362,280,80,2,0,0,0,120,63,31,0,0,0,245,117
Arizona,Yavapai,2019,357,299,58,0,0,0,0,87,54,43,0,0,355,2,0
Arizona,Yuma,2019,365,265,97,3,0,0,0,129,67,45,0,0,273,42,50
Arkansas,Arkansas,2019,118,101,17,0,0,0,0,77,53,30,0,0,0,118,0
Arkansas,Ashley,2019,120,103,17,0,0,0,0,67,53,33,0,0,0,120,0
Arkansas,Benton,2019,146,120,26,0,0,0,0,83,56,35,0,0,0,146,0
Arkansas,Clark,2019,355,347,8,0,0,0,0,67,46,32,0,0,355,0,0
Arkansas,Craighead,2019,49,43,6,0,0,0,0,61,53,30,0,0,0,49,0
Arkansas,Crittenden,2019,365,290,74,1,0,0,0,101,57,40,0,8,205,152,0
Arkansas,Garland,2019,121,93,28,0,0,0,0,75,54,38,0,0,0,121,0
Arkansas,Jackson,2019,117,102,15,0,0,0,0,74,54,34,0,0,0,117,0
Arkansas,Newton,2019,365,347,18,0,0,0,0,90,47,36,0,0,358,7,0
Arkansas,Polk,2019,361,312,48,1,0,0,0,119,54,39,0,0,314,47,0
Arkansas,Pulaski,2019,365,235,130,0,0,0,0,79,61,45,0,2,146,217,0
Arkansas,Union,2019,241,196,45,0,0,0,0,98,54,35,0,0,0,241,0
Arkansas,Washington,2019,365,284,81,0,0,0,0,96,58,43,0,0,207,158,0
California,Alameda,2019,365,260,97,8,0,0,0,150,63,41,0,28,175,162,0
California,Amador,2019,355,308,45,2,0,0,0,115,51,39,0,0,355,0,0
California,Butte,2019,365,224,136,3,2,0,0,173,67,46,0,0,231,133,1
California,Calaveras,2019,360,299,60,1,0,0,0,108,58,42,0,0,322,35,3
California,Colusa,2019,365,294,71,0,0,0,0,83,59,39,0,0,228,83,54
California,Contra Costa,2019,365,292,69,4,0,0,0,129,61,40,0,4,244,116,1
California,Del Norte,2019,248,236,12,0,0,0,0,71,43,20,0,0,0,248,0
California,El Dorado,2019,365,273,86,6,0,0,0,122,74,43,0,0,355,1,9
California,Fresno,2019,365,139,160,64,2,0,0,187,115,60,0,3,259,80,23
California,Glenn,2019,362,302,60,0,0,0,0,86,55,40,0,0,277,68,17
California,Humboldt,2019,363,353,10,0,0,0,0,65,40,27,2,1,272,50,38
California,Imperial,2019,365,125,219,19,2,0,0,185,93,58,0,1,210,79,75
California,Inyo,2019,365,232,121,6,2,1,3,638,84,47,0,0,319,14,32
California,Kern,2019,365,119,151,87,6,1,1,548,122,67,0,2,260,73,30
California,Kings,2019,365,152,172,37,2,0,2,507,105,56,0,0,190,103,72
California,Lake,2019,360,360,0,0,0,0,0,50,41,31,0,0,356,3,1
California,Los Angeles,2019,365,66,213,57,28,1,0,201,136,71,0,36,197,124,8
California,Madera,2019,365,189,163,13,0,0,0,140,84,50,0,0,259,67,39
California,Marin,2019,363,337,25,1,0,0,0,133,48,33,0,15,221,127,0
California,Mariposa,2019,365,221,130,9,5,0,0,176,84,47,0,0,296,68,1
California,Mendocino,2019,361,334,27,0,0,0,0,77,47,33,0,0,229,120,12
California,Merced,2019,365,213,145,7,0,0,0,119,79,48,0,0,250,113,2
California,Mono,2019,365,270,80,6,0,0,9,3852,81,27,0,0,0,305,60
California,Monterey,2019,365,330,34,1,0,0,0,144,50,37,2,0,288,61,14
California,Napa,2019,363,330,31,2,0,0,0,119,49,35,2,0,265,96,0
California,Nevada,2019,361,273,83,5,0,0,0,122,71,44,0,0,326,35,0
California,Orange,2019,365,213,136,15,1,0,0,172,87,48,0,13,259,86,7
California,Placer,2019,365,239,117,9,0,0,0,136,77,45,0,2,284,77,2
California,Plumas,2019,341,248,88,5,0,0,0,138,68,25,0,0,0,341,0
California,Riverside,2019,365,75,170,91,29,0,0,185,147,77,0,0,247,70,48
California,Sacramento,2019,365,213,142,10,0,0,0,140,84,46,0,1,240,116,8
California,San Benito,2019,365,326,39,0,0,0,0,90,51,38,0,0,347,11,7
California,San Bernardino,2019,365,55,177,71,54,8,0,213,169,80,0,16,246,96,7
California,San Diego,2019,365,87,253,23,2,0,0,169,93,64,0,2,176,184,3
California,San Francisco,2019,365,313,51,1,0,0,0,108,52,36,0,28,172,165,0
California,San Joaquin,2019,365,231,122,11,1,0,0,190,80,44,0,3,236,109,17
California,San Luis Obispo,2019,365,230,132,3,0,0,0,108,74,46,0,0,282,45,38
California,San Mateo,2019,365,327,36,2,0,0,0,122,51,35,0,21,209,135,0
California,Santa Barbara,2019,365,286,78,1,0,0,0,105,59,43,0,0,295,57,13
California,Santa Clara,2019,365,271,90,4,0,0,0,136,66,41,0,7,218,139,1
California,Santa Cruz,2019,365,347,18,0,0,0,0,70,46,35,0,0,262,103,0
California,Shasta,2019,364,311,53,0,0,0,0,100,54,42,0,0,352,10,2
California,Siskiyou,2019,365,332,29,2,2,0,0,161,49,36,0,0,262,103,0
California,Solano,2019,365,290,74,1,0,0,0,119,59,40,0,2,225,138,0
California,Sonoma,2019,365,348,17,0,0,0,0,87,44,33,0,3,258,94,10
California,Stanislaus,2019,365,201,141,22,1,0,0,177,91,49,0,0,245,107,13
California,Sutter,2019,365,239,124,2,0,0,0,110,71,44,0,0,249,109,7
California,Tehama,2019,365,282,83,0,0,0,0,93,64,41,0,0,323,41,1
California,Trinity,2019,269,246,21,2,0,0,0,113,49,18,0,0,0,269,0
California,Tulare,2019,365,127,157,78,2,1,0,280,122,66,0,2,242,99,22
California,Tuolumne,2019,358,273,83,2,0,0,0,108,67,43,0,0,358,0,0
California,Ventura,2019,365,214,142,9,0,0,0,126,77,46,0,5,284,65,11
California,Yolo,2019,365,284,80,1,0,0,0,136,61,41,0,1,279,82,3
Colorado,Adams,2019,365,223,141,1,0,0,0,132,64,47,0,48,150,87,80
Colorado,Alamosa,2019,107,107,0,0,0,0,0,21,17,9,0,0,0,107,0
Colorado,Arapahoe,2019,365,227,132,6,0,0,0,140,80,46,0,0,352,13,0
Colorado,Archuleta,2019,363,331,30,2,0,0,0,124,50,31,0,3,186,0,174
Colorado,Boulder,2019,365,227,133,5,0,0,0,119,74,47,0,0,269,96,0
Colorado,Clear Creek,2019,290,205,84,1,0,0,0,112,67,46,0,0,290,0,0
Colorado,Delta,2019,365,339,26,0,0,0,0,80,50,41,0,0,346,19,0
Colorado,Denver,2019,365,180,182,2,1,0,0,153,74,51,0,116,152,97,0
Colorado,Douglas,2019,361,236,114,10,1,0,0,154,77,46,0,0,304,57,0
Colorado,El Paso,2019,365,259,106,0,0,0,0,100,67,45,0,0,345,18,2
Colorado,Fremont,2019,32,32,0,0,0,0,0,29,23,13,0,0,0,0,32
Colorado,Garfield,2019,365,309,56,0,0,0,0,97,54,44,0,0,363,2,0
Colorado,Gilpin,2019,143,117,25,1,0,0,0,115,58,45,0,0,143,0,0
Colorado,Gunnison,2019,358,279,78,1,0,0,0,101,61,45,0,0,358,0,0
Colorado,Jackson,2019,102,102,0,0,0,0,0,25,13,6,0,0,0,102,0
Colorado,Jefferson,2019,365,238,111,16,0,0,0,129,87,46,0,2,363,0,0
Colorado,La Plata,2019,365,274,91,0,0,0,0,87,61,44,0,35,330,0,0
Colorado,Larimer,2019,365,208,151,6,0,0,0,129,77,48,0,0,337,28,0
Colorado,Mesa,2019,364,289,75,0,0,0,0,87,58,44,2,0,309,51,2
Colorado,Montezuma,2019,365,279,86,0,0,0,0,97,61,46,0,0,365,0,0
Colorado,Pitkin,2019,121,121,0,0,0,0,0,46,19,10,0,0,0,12,109
Colorado,Prowers,2019,346,343,3,0,0,0,0,76,28,14,0,0,0,0,346
Colorado,Pueblo,2019,126,125,1,0,0,0,0,68,31,20,0,0,0,75,51
Colorado,Rio Blanco,2019,365,311,54,0,0,0,0,100,54,44,0,0,321,44,0
Colorado,Routt,2019,356,353,2,1,0,0,0,137,27,13,0,0,0,0,356
Colorado,San Juan,2019,116,116,0,0,0,0,0,24,14,7,0,0,0,116,0
Colorado,San Miguel,2019,113,112,1,0,0,0,0,54,22,11,0,0,0,0,113
Colorado,Weld,2019,365,252,110,3,0,0,0,125,69,45,0,0,236,129,0
Connecticut,Fairfield,2019,365,262,82,18,3,0,0,161,77,43,0,9,186,169,1
Connecticut,Hartford,2019,365,301,59,5,0,0,0,122,55,39,0,26,240,98,1
Connecticut,Litchfield,2019,365,342,23,0,0,0,0,97,48,37,0,0,339,26,0
Connecticut,Middlesex,2019,205,175,23,6,1,0,0,154,61,41,0,0,205,0,0
Connecticut,New Haven,2019,365,280,71,12,2,0,0,159,67,41,0,15,247,99,4
Connecticut,New London,2019,364,323,34,7,0,0,0,129,52,37,0,0,200,164,0
Connecticut,Tolland,2019,212,187,20,5,0,0,0,126,54,42,0,0,212,0,0
Connecticut,Windham,2019,360,344,15,1,0,0,0,105,46,36,0,0,360,0,0
Country Of Mexico,BAJA CALIFORNIA NORTE,2019,32,5,19,8,0,0,0,144,117,72,0,0,0,0,32
Country Of Mexico,SONORA,2019,358,288,65,5,0,0,0,126,61,43,0,0,358,0,0
Delaware,Kent,2019,365,293,72,0,0,0,0,83,58,42,0,0,273,92,0
Delaware,New Castle,2019,365,259,103,3,0,0,0,136,68,43,0,7,253,105,0
Delaware,Sussex,2019,365,299,66,0,0,0,0,93,58,42,0,0,279,86,0
District Of Columbia,District of Columbia,2019,365,242,118,4,1,0,0,157,71,44,0,32,221,112,0
Florida,Alachua,2019,364,329,35,0,0,0,0,80,50,35,0,0,273,91,0
Florida,Baker,2019,361,341,20,0,0,0,0,77,48,33,0,0,361,0,0
Florida,Bay,2019,357,308,49,0,0,0,0,85,54,38,0,0,235,122,0
Florida,Brevard,2019,351,336,15,0,0,0,0,90,46,36,0,0,306,45,0
Florida,Broward,2019,363,303,60,0,0,0,0,90,54,40,2,9,165,187,0
Florida,Citrus,2019,357,329,28,0,0,0,0,80,48,30,0,0,0,357,0
Florida,Collier,2019,362,331,31,0,0,0,0,90,50,34,0,0,197,165,0
Florida,Columbia,2019,363,294,69,0,0,0,0,90,58,38,0,0,207,156,0
Florida,Duval,2019,361,248,112,1,0,0,0,114,64,43,0,0,174,187,0
Florida,Escambia,2019,365,290,74,1,0,0,0,101,57,40,0,0,271,94,0
Florida,Flagler,2019,270,265,5,0,0,0,0,74,45,34,0,0,270,0,0
Florida,Hamilton,2019,316,280,36,0,0,0,0,79,52,33,0,0,0,316,0
Florida,Highlands,2019,233,224,9,0,0,0,0,84,46,36,0,0,233,0,0
Florida,Hillsborough,2019,365,282,78,5,0,0,0,126,63,42,0,0,215,150,0
Florida,Holmes,2019,362,289,73,0,0,0,0,84,56,40,0,0,203,159,0
Florida,Indian River,2019,335,324,11,0,0,0,0,90,47,36,0,0,335,0,0
Florida,Lake,2019,330,301,28,1,0,0,0,101,50,35,0,0,330,0,0
Florida,Lee,2019,365,328,36,1,0,0,0,108,51,36,0,0,251,110,4
Florida,Leon,2019,360,275,84,1,0,0,0,119,58,38,0,0,168,192,0
Florida,Liberty,2019,351,339,12,0,0,0,0,74,45,33,0,0,351,0,0
Florida,Manatee,2019,365,333,30,2,0,0,0,108,49,36,0,0,365,0,0
Florida,Marion,2019,365,311,54,0,0,0,0,87,54,38,0,0,236,129,0
Florida,Martin,2019,352,323,29,0,0,0,0,84,49,35,0,0,235,117,0
Florida,Miami-Dade,2019,363,317,44,2,0,0,0,146,52,38,1,23,150,188,1
Florida,Nassau,2019,270,249,21,0,0,0,0,71,47,30,0,0,0,270,0
Florida,Okaloosa,2019,363,335,28,0,0,0,0,84,48,36,0,0,342,0,21
Florida,Orange,2019,360,321,39,0,0,0,0,93,51,36,1,1,300,58,0
Florida,Osceola,2019,364,338,22,4,0,0,0,122,48,34,0,0,364,0,0
Florida,Palm Beach,2019,357,320,37,0,0,0,0,93,51,35,0,0,215,140,2
Florida,Pasco,2019,365,336,29,0,0,0,0,97,49,36,0,0,365,0,0
Florida,Pinellas,2019,365,296,69,0,0,0,0,100,59,40,0,0,213,148,4
Florida,Polk,2019,365,314,51,0,0,0,0,100,54,36,0,0,250,115,0
Florida,Putnam,2019,351,346,5,0,0,0,0,54,29,17,0,0,0,0,351
Florida,Santa Rosa,2019,364,307,57,0,0,0,0,93,57,39,0,0,241,123,0
Florida,Sarasota,2019,365,323,42,0,0,0,0,100,52,37,0,0,246,119,0
Florida,Seminole,2019,365,322,42,1,0,0,0,110,52,37,0,0,297,67,1
Florida,St. Lucie,2019,352,342,10,0,0,0,0,77,46,34,0,0,352,0,0
Florida,Volusia,2019,350,316,34,0,0,0,0,80,50,37,0,0,241,109,0
Florida,Wakulla,2019,361,314,47,0,0,0,0,84,54,35,0,0,256,105,0
Georgia,Bibb,2019,362,275,84,3,0,0,0,137,61,39,0,0,158,204,0
Georgia,Charlton,2019,103,100,3,0,0,0,0,61,36,20,0,0,0,103,0
Georgia,Chatham,2019,335,277,58,0,0,0,0,87,55,38,0,0,159,176,0
