"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	Births	Average Birth Weight	Average LMP Gestational Age	Average OE Gestational Age
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2020"	"2020"	182	2029.692	34.626	34.401
	"Florida"	"12"	"St. Lucie County, FL"	"12111"	"2021"	"2021"	210	1979.914	34.152	34.033
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2011"	"2011"	89	2065.876	35.090	34.438
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2012"	"2012"	71	2130.310	34.746	34.676
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2013"	"2013"	74	1958.203	33.878	33.811
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2014"	"2014"	75	2121.147	34.568	34.662
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2015"	"2015"	86	2055.326	34.767	34.349
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2016"	"2016"	84	1987.714	34.631	34.333
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2017"	"2017"	81	2126.728	35.259	34.691
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2018"	"2018"	91	2054.385	35.143	34.385
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2019"	"2019"	109	2050.606	34.734	34.514
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2020"	"2020"	84	1995.786	34.476	34.262
	"Florida"	"12"	"Santa Rosa County, FL"	"12113"	"2021"	"2021"	88	2066.273	34.862	34.644
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2011"	"2011"	171	2060.480	34.696	34.246
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2012"	"2012"	129	1952.837	33.860	33.868
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2013"	"2013"	121	1913.041	33.339	33.392
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2014"	"2014"	139	2018.065	35.187	34.568
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2015"	"2015"	158	2001.589	34.684	34.116
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2016"	"2016"	155	2023.961	34.195	34.149
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2017"	"2017"	150	1918.587	33.723	33.622
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2018"	"2018"	154	1902.000	33.776	33.625
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2019"	"2019"	143	1992.406	34.510	33.993
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2020"	"2020"	124	1960.121	33.903	33.702
	"Florida"	"12"	"Sarasota County, FL"	"12115"	"2021"	"2021"	145	1967.414	34.159	33.683
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2011"	"2011"	278	1996.709	34.421	34.043
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2012"	"2012"	233	1980.747	34.176	34.013
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2013"	"2013"	243	2013.481	34.481	34.239
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2014"	"2014"	209	2022.641	34.612	34.445
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2015"	"2015"	244	2064.668	34.918	34.668
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2016"	"2016"	250	2001.220	34.732	34.308
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2017"	"2017"	247	2059.478	34.834	34.571
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2018"	"2018"	195	2050.533	35.036	34.687
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2019"	"2019"	195	1995.713	34.400	34.077
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2020"	"2020"	226	1983.805	34.296	33.929
	"Florida"	"12"	"Seminole County, FL"	"12117"	"2021"	"2021"	220	2011.045	34.632	34.250
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2011"	"2011"	253	1964.628	34.217	33.897
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2012"	"2012"	228	2003.912	34.313	34.013
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2013"	"2013"	217	1986.037	34.249	34.111
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2014"	"2014"	247	2005.457	34.498	34.227
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2015"	"2015"	260	2018.404	34.150	34.065
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2016"	"2016"	284	2060.623	35.218	34.989
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2017"	"2017"	277	1999.986	34.609	34.094
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2018"	"2018"	222	1968.144	34.099	33.838
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2019"	"2019"	231	2050.649	35.039	34.658
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2020"	"2020"	247	2072.785	35.275	34.761
	"Florida"	"12"	"Volusia County, FL"	"12127"	"2021"	"2021"	289	2007.446	34.851	34.097
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2011"	"2011"	664	1995.941	34.672	34.134
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2012"	"2012"	609	1972.706	34.548	34.130
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2013"	"2013"	605	1983.418	34.796	34.010
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2014"	"2014"	624	1993.369	34.482	34.172
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2015"	"2015"	701	1954.749	34.252	33.980
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2016"	"2016"	692	1972.753	34.114	33.890
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2017"	"2017"	697	1963.812	34.155	33.875
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2018"	"2018"	704	1973.146	34.521	34.152
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2019"	"2019"	739	1968.924	34.352	33.866
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2020"	"2020"	709	1972.494	34.671	34.168
	"Florida"	"12"	"Unidentified Counties, FL"	"12999"	"2021"	"2021"	762	1980.804	34.543	34.047
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2014"	"2014"	70	2018.671	35.629	34.514
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2015"	"2015"	64	1883.750	33.734	33.016
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2016"	"2016"	71	2005.211	35.042	33.986
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2017"	"2017"	72	2038.972	34.778	34.486
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2018"	"2018"	53	1912.509	33.245	32.981
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2019"	"2019"	59	2112.220	35.186	34.847
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2020"	"2020"	53	2031.528	36.528	34.547
	"Georgia"	"13"	"Bartow County, GA"	"13015"	"2021"	"2021"	66	1992.970	34.818	34.000
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2012"	"2012"	184	1919.364	33.820	33.760
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2013"	"2013"	178	1949.927	34.230	34.024
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2014"	"2014"	223	1966.704	35.054	34.330
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2015"	"2015"	217	1942.041	34.866	33.926
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2016"	"2016"	194	1976.923	35.036	34.284
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2017"	"2017"	196	1996.439	35.597	34.806
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2018"	"2018"	186	1960.118	35.108	34.253
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2019"	"2019"	154	2009.734	34.545	34.195
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2020"	"2020"	154	2030.188	35.532	34.825
	"Georgia"	"13"	"Bibb County, GA"	"13021"	"2021"	"2021"	181	1839.249	34.050	33.227
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2014"	"2014"	73	1874.096	33.836	33.795
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2015"	"2015"	97	2025.247	34.784	34.784
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2016"	"2016"	98	2029.316	34.643	34.316
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2017"	"2017"	66	2024.561	35.394	34.788
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2018"	"2018"	86	1961.186	34.140	34.093
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2019"	"2019"	72	2033.306	34.458	34.569
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2020"	"2020"	84	2054.690	35.131	34.690
	"Georgia"	"13"	"Carroll County, GA"	"13045"	"2021"	"2021"	83	2006.952	35.048	34.663
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2012"	"2012"	172	2060.721	34.570	34.390
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2013"	"2013"	208	2025.144	34.478	34.490
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2014"	"2014"	270	2034.622	34.593	34.519
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2015"	"2015"	296	2024.334	34.376	34.281
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2016"	"2016"	294	1992.122	34.898	34.490
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2017"	"2017"	281	1924.541	34.299	33.786
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2018"	"2018"	237	2013.709	34.308	34.198
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2019"	"2019"	249	1969.269	34.317	33.896
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2020"	"2020"	192	2047.604	35.146	34.802
	"Georgia"	"13"	"Chatham County, GA"	"13051"	"2021"	"2021"	283	2008.477	34.519	34.435
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2012"	"2012"	123	2098.073	35.610	35.089
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2013"	"2013"	116	1926.629	34.043	33.664
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2014"	"2014"	123	1979.398	35.398	34.187
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2015"	"2015"	101	1991.040	34.733	34.129
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2016"	"2016"	127	1992.559	35.063	34.268
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2017"	"2017"	133	1991.609	34.466	33.872
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2018"	"2018"	120	2042.950	35.533	34.408
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2019"	"2019"	148	1886.297	33.872	33.162
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2020"	"2020"	98	2040.429	35.520	34.806
	"Georgia"	"13"	"Cherokee County, GA"	"13057"	"2021"	"2021"	124	2035.347	36.153	34.145
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2012"	"2012"	39	2238.462	35.641	35.769
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2013"	"2013"	36	1907.556	33.417	33.611
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2014"	"2014"	70	1993.557	34.143	33.700
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2015"	"2015"	90	1965.756	34.844	33.989
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2016"	"2016"	98	1951.224	33.907	33.649
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2017"	"2017"	92	2037.207	34.587	34.326
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2018"	"2018"	79	2049.418	35.266	34.443
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2019"	"2019"	98	2015.959	34.684	34.378
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2020"	"2020"	82	1919.207	33.951	33.841
	"Georgia"	"13"	"Clarke County, GA"	"13059"	"2021"	"2021"	87	2018.598	34.540	34.414
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2012"	"2012"	118	1977.559	34.127	34.161
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2013"	"2013"	171	1913.912	34.117	33.655
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2014"	"2014"	250	1932.424	34.836	33.960
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2015"	"2015"	318	1958.582	35.566	34.283
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2016"	"2016"	380	1957.192	35.492	34.329
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2017"	"2017"	353	1895.501	34.878	33.756
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2018"	"2018"	340	1963.482	35.491	34.459
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2019"	"2019"	378	1956.513	35.362	34.476
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2020"	"2020"	356	1909.868	35.270	34.177
	"Georgia"	"13"	"Clayton County, GA"	"13063"	"2021"	"2021"	396	1977.646	35.409	35.005
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2012"	"2012"	452	1963.945	34.290	34.015
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2013"	"2013"	522	1955.257	34.213	33.962
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2014"	"2014"	588	1948.577	34.499	34.046
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2015"	"2015"	625	1984.445	35.030	34.326
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2016"	"2016"	654	1953.601	34.695	34.037
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2017"	"2017"	678	1945.531	34.847	33.960
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2018"	"2018"	593	1988.735	34.803	34.182
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2019"	"2019"	581	2011.611	35.069	34.520
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2020"	"2020"	571	1999.296	34.909	34.296
	"Georgia"	"13"	"Cobb County, GA"	"13067"	"2021"	"2021"	640	2012.486	35.416	34.395
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2014"	"2014"	69	1969.449	34.493	34.319
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2015"	"2015"	95	1838.053	33.737	33.189
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2016"	"2016"	102	1945.255	34.549	33.569
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2017"	"2017"	87	2008.046	34.322	33.598
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2018"	"2018"	81	2116.877	35.914	35.444
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2019"	"2019"	52	2023.423	35.115	34.673
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2020"	"2020"	99	2034.505	34.636	34.586
	"Georgia"	"13"	"Columbia County, GA"	"13073"	"2021"	"2021"	103	2052.893	35.049	34.544
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2014"	"2014"	87	1907.621	34.598	33.736
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2015"	"2015"	107	2026.402	35.355	34.467
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2016"	"2016"	92	1949.293	34.630	33.989
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2017"	"2017"	116	1975.612	35.267	34.069
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2018"	"2018"	107	1904.458	34.682	33.346
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2019"	"2019"	109	2078.459	35.000	34.624
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2020"	"2020"	97	1995.938	35.175	34.598
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"2021"	"2021"	106	1919.708	33.708	33.292
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2012"	"2012"	522	1979.877	34.875	34.171
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2013"	"2013"	586	1940.613	34.431	33.976
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2014"	"2014"	711	1976.532	34.900	34.294
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2015"	"2015"	825	1936.656	34.770	34.040
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2016"	"2016"	850	1989.514	34.501	34.282
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2017"	"2017"	824	1955.993	34.453	34.114
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2018"	"2018"	849	1994.878	34.768	34.410
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2019"	"2019"	826	1978.837	35.149	34.551
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2020"	"2020"	766	1989.366	34.971	34.548
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"2021"	"2021"	749	1993.105	35.118	34.406
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2014"	"2014"	95	1952.232	33.884	33.737
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2015"	"2015"	132	1966.364	34.371	33.992
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2016"	"2016"	111	2007.396	34.766	34.306
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2017"	"2017"	122	2004.049	34.811	34.377
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2018"	"2018"	115	1880.861	34.165	33.565
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2019"	"2019"	109	1980.670	34.615	34.239
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2020"	"2020"	99	2046.131	35.020	34.788
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"2021"	"2021"	127	2049.402	35.709	34.819
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2014"	"2014"	55	2099.691	35.509	34.691
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2015"	"2015"	68	2021.618	35.853	34.103
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2016"	"2016"	57	1974.474	35.754	34.105
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2017"	"2017"	81	2067.728	35.617	35.086
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2018"	"2018"	73	1939.630	34.822	33.658
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2019"	"2019"	88	2041.193	35.432	34.659
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2020"	"2020"	78	1984.603	35.295	34.051
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"2021"	"2021"	77	1972.455	35.169	34.117
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2014"	"2014"	110	1992.182	34.491	34.036
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2015"	"2015"	98	2035.673	35.402	34.567
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2016"	"2016"	90	1997.533	34.522	34.378
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2017"	"2017"	90	2010.922	34.622	33.967
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2018"	"2018"	106	2030.925	34.566	34.406
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2019"	"2019"	111	2004.910	35.036	34.577
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2020"	"2020"	87	2104.437	35.437	34.966
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"2021"	"2021"	81	2037.025	34.864	34.667
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2012"	"2012"	665	2017.188	34.669	34.394
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2013"	"2013"	764	1957.124	34.398	34.000
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2014"	"2014"	984	1958.558	34.655	34.148
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2015"	"2015"	1055	2028.962	35.381	34.546
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2016"	"2016"	1057	1978.291	35.015	34.348
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2017"	"2017"	1105	2032.890	35.300	34.677
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2018"	"2018"	1081	1981.232	34.898	34.277
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2019"	"2019"	945	1981.470	34.972	34.329
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2020"	"2020"	953	1975.155	35.129	34.470
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"2021"	"2021"	999	1982.513	35.234	34.476
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2012"	"2012"	510	1991.033	34.395	34.071
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2013"	"2013"	547	1987.484	34.046	34.018
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2014"	"2014"	614	1986.560	34.726	34.130
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2015"	"2015"	727	1923.913	34.669	33.685
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2016"	"2016"	810	1970.873	34.914	34.048
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2017"	"2017"	731	1992.349	34.658	34.227
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2018"	"2018"	844	1983.360	34.703	34.191
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2019"	"2019"	782	1944.068	34.523	33.917
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2020"	"2020"	691	1995.375	34.803	34.466
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"2021"	"2021"	701	1989.730	35.185	34.292
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2012"	"2012"	181	1975.746	35.917	33.912
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2013"	"2013"	136	2006.706	35.794	34.338
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2014"	"2014"	146	1948.801	34.534	34.219
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2015"	"2015"	171	2081.778	35.222	34.877
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2016"	"2016"	116	1977.603	34.379	34.060
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2017"	"2017"	118	1958.178	33.653	33.458
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2018"	"2018"	92	2035.554	34.804	34.391
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2019"	"2019"	150	2019.800	34.660	34.420
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2020"	"2020"	107	2022.150	34.566	33.943
	"Georgia"	"13"	"Hall County, GA"	"13139"	"2021"	"2021"	150	1920.567	34.193	33.527
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2012"	"2012"	107	1917.981	33.617	33.589
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2013"	"2013"	119	2128.597	35.403	35.370
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2014"	"2014"	159	1904.585	34.761	33.698
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2015"	"2015"	178	1916.090	35.247	33.792
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2016"	"2016"	180	1907.578	34.911	33.811
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2017"	"2017"	194	1955.747	34.928	33.979
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2018"	"2018"	231	1920.965	34.528	33.628
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2019"	"2019"	215	1962.158	35.595	34.381
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2020"	"2020"	236	1948.716	34.835	34.136
	"Georgia"	"13"	"Henry County, GA"	"13151"	"2021"	"2021"	260	1982.354	35.373	34.704
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2012"	"2012"	83	1937.048	34.012	34.037
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2013"	"2013"	85	1831.894	33.735	33.524
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2014"	"2014"	81	2044.691	35.407	34.914
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2015"	"2015"	118	2014.720	35.000	34.568
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2016"	"2016"	110	1984.464	35.264	34.227
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2017"	"2017"	106	2009.321	34.868	34.057
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2018"	"2018"	117	2040.376	34.838	34.709
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2019"	"2019"	126	1924.556	34.524	33.825
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2020"	"2020"	126	2000.341	34.897	34.302
	"Georgia"	"13"	"Houston County, GA"	"13153"	"2021"	"2021"	110	2105.336	35.527	34.945
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2014"	"2014"	95	1999.274	34.505	34.147
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2015"	"2015"	110	1822.645	33.000	32.773
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2016"	"2016"	117	1952.017	34.239	33.692
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2017"	"2017"	99	2112.848	35.535	35.374
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2018"	"2018"	151	1944.225	34.709	33.788
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2019"	"2019"	132	2032.189	34.780	34.455
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2020"	"2020"	114	1901.035	33.904	33.544
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"2021"	"2021"	123	2104.585	35.252	35.041
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2012"	"2012"	195	1945.169	33.938	33.753
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2013"	"2013"	191	1940.639	33.827	33.948
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2014"	"2014"	196	2009.765	34.421	34.087
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2015"	"2015"	233	1913.455	34.073	33.558
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2016"	"2016"	209	1989.349	34.452	33.952
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2017"	"2017"	220	1964.868	34.136	33.823
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2018"	"2018"	211	1932.246	34.033	33.735
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2019"	"2019"	238	1933.962	34.160	33.634
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2020"	"2020"	209	1984.526	34.632	34.211
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"2021"	"2021"	213	1982.967	34.624	34.207
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2014"	"2014"	92	1936.783	34.242	33.934
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2015"	"2015"	84	1875.405	33.690	33.286
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2016"	"2016"	94	1906.447	34.479	33.755
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2017"	"2017"	87	2084.540	35.552	34.931
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2018"	"2018"	113	1965.195	34.522	33.743
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2019"	"2019"	105	1973.343	33.952	33.657
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2020"	"2020"	123	2005.496	34.943	34.244
	"Georgia"	"13"	"Paulding County, GA"	"13223"	"2021"	"2021"	122	1980.713	35.033	34.221
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2012"	"2012"	233	1958.717	34.476	33.857
	"Georgia"	"13"	"Richmond County, GA"	"13245"	"2013"	"2013"	216	1998.375	34.676	34.400
